VENTMACH,VENTTUBE,EXPCO2,PVSAT,MINVOL,HRSAT,HREKG,VENTALV,VENTLUNG,ARTCO2,FIO2
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,HIGH,ZERO,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL
NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,LOW,LOW,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,LOW
NORMAL,LOW,ZERO,HIGH,HIGH,LOW,LOW,HIGH,LOW,NORMAL,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,NORMAL,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,NORMAL
NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,LOW,LOW,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
HIGH,HIGH,LOW,HIGH,HIGH,LOW,LOW,HIGH,LOW,LOW,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,ZERO,ZERO,LOW,HIGH,LOW,LOW,NORMAL,LOW,NORMAL,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,LOW,HIGH,HIGH,LOW,ZERO,HIGH,NORMAL
ZERO,ZERO,LOW,NORMAL,HIGH,LOW,LOW,HIGH,LOW,LOW,LOW
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
ZERO,ZERO,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
LOW,ZERO,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,LOW,LOW,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,ZERO,LOW,LOW,ZERO,LOW,LOW,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,NORMAL,NORMAL,ZERO,ZERO,HIGH,NORMAL
HIGH,HIGH,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,NORMAL,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
LOW,ZERO,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,ZERO,LOW,NORMAL,HIGH,HIGH,NORMAL,ZERO,LOW,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,NORMAL,LOW,LOW,HIGH,HIGH,LOW,LOW,HIGH,NORMAL
NORMAL,ZERO,LOW,HIGH,HIGH,LOW,LOW,HIGH,LOW,LOW,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,HIGH,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,ZERO,LOW,LOW,LOW,HIGH,HIGH,LOW,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
LOW,ZERO,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
HIGH,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,LOW,HIGH,NORMAL,ZERO,NORMAL,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,NORMAL,NORMAL,ZERO,ZERO,HIGH,NORMAL
HIGH,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,ZERO,ZERO,HIGH,NORMAL
LOW,ZERO,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
HIGH,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,NORMAL,NORMAL,ZERO,ZERO,HIGH,NORMAL
ZERO,ZERO,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,NORMAL,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,ZERO,LOW,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
LOW,ZERO,ZERO,HIGH,HIGH,LOW,LOW,HIGH,LOW,NORMAL,NORMAL
LOW,ZERO,LOW,LOW,ZERO,HIGH,LOW,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,HIGH,HIGH,LOW,LOW,LOW,LOW,HIGH,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,ZERO,ZERO,HIGH,NORMAL
HIGH,HIGH,LOW,HIGH,HIGH,LOW,LOW,HIGH,LOW,LOW,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,ZERO,ZERO,HIGH,NORMAL
LOW,ZERO,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,HIGH,LOW,HIGH,HIGH,LOW,LOW,HIGH,LOW,LOW,NORMAL
LOW,ZERO,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,HIGH,LOW,LOW,HIGH,HIGH,LOW,HIGH,HIGH,NORMAL
LOW,ZERO,LOW,HIGH,HIGH,LOW,LOW,HIGH,LOW,LOW,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,NORMAL,NORMAL,NORMAL,LOW
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,ZERO,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,NORMAL,NORMAL,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,ZERO,LOW,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,ZERO,LOW,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
HIGH,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL
NORMAL,ZERO,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,NORMAL,NORMAL
ZERO,ZERO,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,LOW,LOW,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,ZERO,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,NORMAL,NORMAL,ZERO,ZERO,HIGH,NORMAL
ZERO,ZERO,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,NORMAL,LOW,LOW,HIGH,HIGH,LOW,LOW,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,ZERO,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
LOW,ZERO,LOW,LOW,ZERO,HIGH,LOW,ZERO,ZERO,HIGH,LOW
NORMAL,LOW,LOW,LOW,ZERO,NORMAL,NORMAL,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,ZERO,ZERO,HIGH,LOW
LOW,ZERO,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,NORMAL,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,LOW,NORMAL,NORMAL
NORMAL,LOW,HIGH,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,LOW
LOW,ZERO,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,LOW
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,ZERO,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
ZERO,ZERO,LOW,LOW,LOW,HIGH,HIGH,LOW,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL
NORMAL,ZERO,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,LOW,NORMAL,NORMAL
HIGH,HIGH,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,LOW,LOW,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
HIGH,HIGH,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,NORMAL,NORMAL
NORMAL,ZERO,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL
NORMAL,ZERO,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL
NORMAL,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,HIGH,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,HIGH,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,LOW,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,NORMAL,NORMAL,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
HIGH,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,LOW,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,LOW,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,NORMAL,NORMAL,ZERO,ZERO,HIGH,NORMAL
LOW,ZERO,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
HIGH,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,NORMAL
ZERO,ZERO,LOW,LOW,LOW,HIGH,HIGH,LOW,ZERO,HIGH,NORMAL
NORMAL,LOW,NORMAL,LOW,LOW,HIGH,HIGH,LOW,LOW,HIGH,LOW
NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,LOW,HIGH,HIGH,LOW,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,HIGH,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
HIGH,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,HIGH,HIGH,LOW,LOW,HIGH,LOW,LOW,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL,ZERO,NORMAL,NORMAL
NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
ZERO,ZERO,LOW,HIGH,LOW,NORMAL,NORMAL,HIGH,LOW,LOW,NORMAL
NORMAL,ZERO,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,ZERO,LOW,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,LOW
NORMAL,LOW,NORMAL,LOW,ZERO,NORMAL,NORMAL,LOW,LOW,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,NORMAL,NORMAL,ZERO,ZERO,HIGH,NORMAL
HIGH,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL
ZERO,ZERO,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,HIGH,LOW,HIGH,HIGH,LOW,LOW,HIGH,LOW,LOW,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,ZERO,ZERO,HIGH,NORMAL
ZERO,ZERO,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL,ZERO,NORMAL,NORMAL
NORMAL,LOW,ZERO,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,LOW,NORMAL
HIGH,HIGH,LOW,HIGH,HIGH,LOW,LOW,HIGH,LOW,LOW,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,NORMAL,HIGH,ZERO,ZERO,HIGH,NORMAL
ZERO,ZERO,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
HIGH,HIGH,LOW,HIGH,HIGH,LOW,LOW,HIGH,LOW,LOW,NORMAL
NORMAL,HIGH,LOW,HIGH,HIGH,LOW,LOW,HIGH,LOW,LOW,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,NORMAL,NORMAL,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
LOW,ZERO,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL
LOW,ZERO,ZERO,HIGH,HIGH,LOW,LOW,HIGH,LOW,NORMAL,NORMAL
NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,LOW,LOW,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,ZERO,ZERO,HIGH,NORMAL
ZERO,ZERO,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,NORMAL,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,NORMAL,ZERO,NORMAL,NORMAL
NORMAL,ZERO,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,NORMAL,NORMAL,ZERO,ZERO,HIGH,NORMAL
NORMAL,ZERO,LOW,HIGH,HIGH,LOW,LOW,HIGH,LOW,LOW,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,LOW
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,HIGH,LOW,LOW,LOW,LOW,LOW,HIGH,HIGH,NORMAL
ZERO,ZERO,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,LOW,NORMAL,ZERO,ZERO,HIGH,NORMAL
NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL,ZERO,NORMAL,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,NORMAL,NORMAL,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,ZERO,LOW,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,HIGH,LOW,HIGH,HIGH,LOW,LOW,HIGH,LOW,LOW,NORMAL
ZERO,ZERO,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,NORMAL,NORMAL,ZERO,ZERO,HIGH,NORMAL
NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
NORMAL,ZERO,LOW,LOW,ZERO,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL
HIGH,HIGH,LOW,HIGH,NORMAL,NORMAL,NORMAL,HIGH,LOW,LOW,NORMAL
LOW,ZERO,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,LOW,LOW,NORMAL
